Time,Latitude,Longitude,Course,feet
Sat 11:53:55 AM,31.8188,74.15,↘ 123°,"5,950"
Sat 11:54:25 AM,31.7985,74.1877,↘ 122°,"5,400"
Sat 11:54:56 AM,31.7784,74.2249,↘ 122°,"5,050"
Sat 11:55:15 AM,31.7662,74.2475,↘ 122°,"4,900"
Sat 11:55:32 AM,31.7557,74.2669,↘ 123°,"4,775"
Sat 11:56:02 AM,31.7384,74.2983,↘ 123°,"4,575"
Sat 11:56:18 AM,31.73,74.3142,↘ 119°,"4,475"
Sat 11:56:44 AM,31.7204,74.3402,↘ 112°,"4,125"
Sat 11:57:00 AM,31.7146,74.3572,↘ 112°,"3,875"
Sat 11:57:31 AM,31.7037,74.3902,↘ 115°,"3,375"
Sat 11:57:48 AM,31.694,74.4031,↘ 146°,"3,175"
Sat 11:58:04 AM,31.6817,74.4073,↓ 174°,"3,150"
Sat 11:58:39 AM,31.6535,74.4073,↓ 182°,"3,175"
Sat 11:58:59 AM,31.6388,74.4067,↓ 182°,"3,175"
Sat 11:59:17 AM,31.6257,74.4062,↓ 182°,"2,925"
Sat 11:59:33 AM,31.6151,74.406,↓ 181°,"2,775"
Sat 12:00:03 PM,31.5953,74.4058,↓ 180°,"2,375"
Sat 12:00:08 PM,31.5919,74.4057,↓ 181°,"2,300"
Sat 12:00:19 PM,31.5854,74.4056,↓ 180°,"2,175"
Sat 12:00:35 PM,31.5751,74.4055,↓ 181°,"1,975"
Sat 12:00:53 PM,31.5634,74.4052,↓ 181°,"1,725"
Sat 12:01:09 PM,31.553,74.4051,↓ 182°,"1,525"
Sat 12:01:25 PM,31.5417,74.405,↓ 181°,"1,300"
Sat 12:02:19 PM  Arrival (LHE) @ Saturday 09:02:19 PM PKT,,,,
