,Time (EDT)EDT,LatitudeLat,LongitudeLon,CourseDir,kts,mph,feet,Rate,Reporting Facility
422,Wed 06:49:03 AM06:49AM,51.595451.60,19.978319.98,↑ 339°,495,570,3200032000.0,,FlightAware ADS-B (KTW / EPKT)
423,Wed 06:49:33 AM06:49AM,51.660551.66,19.937319.94,↑ 339°,496,571,3200032000.0,,FlightAware ADS-B (EPPW)
424,Wed 06:50:03 AM06:50AM,51.723251.72,19.897819.90,↑ 339°,497,572,3200032000.0,,FlightAware ADS-B (GDN / EPGD)
425,Wed 06:50:34 AM06:50AM,51.791551.79,19.854419.85,↑ 339°,498,573,3200032000.0,,FlightAware ADS-B (EPOD)
426,Wed 06:51:04 AM06:51AM,51.853151.85,19.815419.82,↑ 339°,498,573,3200032000.0,,FlightAware ADS-B (ZBE / LKZA)
427,Wed 06:51:34 AM06:51AM,51.916851.92,19.774819.77,↑ 339°,499,574,3200032000.0,,FlightAware ADS-B (ZBE / LKZA)
428,Wed 06:52:04 AM06:52AM,51.982251.98,19.733119.73,↑ 339°,499,574,3200032000.0,,FlightAware ADS-B (WAW / EPWA)
429,Wed 06:52:34 AM06:52AM,52.046452.05,19.691919.69,↖ 338°,501,577,3200032000.0,,FlightAware ADS-B (WAW / EPWA)
430,Wed 06:53:09 AM06:53AM,52.122952.12,19.642619.64,↖ 338°,516,594,3200032000.0,,FlightAware ADS-B (POZ / EPPO)
431,Wed 06:53:39 AM06:53AM,52.186252.19,19.601419.60,↖ 338°,501,577,3200032000.0,,FlightAware ADS-B (WAW / EPWA)
432,Wed 06:54:24 AM06:54AM,52.284252.28,19.537819.54,↖ 338°,502,578,3200032000.0,,FlightAware ADS-B (WAW / EPWA)
433,Wed 06:54:55 AM06:54AM,52.353052.35,19.491919.49,↖ 336°,501,577,3200032000.0,,FlightAware ADS-B (GDN / EPGD)
435,Wed 06:56:15 AM06:56AM,52.515452.52,19.357319.36,↖ 332°,502,578,3200032000.0,,FlightAware MLAT (5 sites)
436,Wed 06:56:46 AM06:56AM,52.578552.58,19.301619.30,↖ 331°,502,578,3200032000.0,,FlightAware MLAT (11 sites)
437,Wed 06:57:17 AM06:57AM,52.641552.64,19.244719.24,↖ 331°,502,578,3200032000.0,,FlightAware MLAT (7 sites)
438,Wed 06:57:48 AM06:57AM,52.704252.70,19.185319.19,↖ 331°,504,580,3200032000.0,,FlightAware MLAT (8 sites)
439,Wed 06:58:18 AM06:58AM,52.764452.76,19.129019.13,↖ 331°,504,580,3200032000.0,,FlightAware MLAT (8 sites)
440,Wed 06:58:49 AM06:58AM,52.826552.83,19.069519.07,↖ 331°,506,582,3200032000.0,,FlightAware MLAT (4 sites)
441,Wed 06:59:19 AM06:59AM,52.887752.89,19.014019.01,↖ 331°,506,582,3200032000.0,,FlightAware MLAT (5 sites)
442,Wed 06:59:49 AM06:59AM,52.949952.95,18.959018.96,↖ 331°,508,585,3200032000.0,,FlightAware MLAT (8 sites)
443,Wed 07:00:22 AM07:00AM,53.018553.02,18.896318.90,↖ 331°,508,585,3200032000.0,,FlightAware MLAT (9 sites)
444,Wed 07:00:52 AM07:00AM,53.078553.08,18.840218.84,↖ 331°,510,587,3200032000.0,,FlightAware MLAT (5 sites)
445,Wed 07:01:22 AM07:01AM,53.140353.14,18.782318.78,↖ 331°,510,587,3200032000.0,,FlightAware MLAT (9 sites)
446,Wed 07:01:55 AM07:01AM,53.207853.21,18.717118.72,↖ 331°,512,589,3200032000.0,,FlightAware MLAT (6 sites)
447,Wed 07:02:26 AM07:02AM,53.272553.27,18.657718.66,↖ 331°,514,592,3200032000.0,,FlightAware MLAT (7 sites)
448,Wed 07:02:57 AM07:02AM,53.337053.34,18.598518.60,↖ 331°,516,594,3200032000.0,,FlightAware MLAT (6 sites)
449,Wed 07:03:30 AM07:03AM,53.405253.41,18.534618.53,↖ 331°,518,596,3200032000.0,,FlightAware MLAT (7 sites)
450,Wed 07:04:00 AM07:04AM,53.468753.47,18.474918.47,↖ 331°,520,598,3200032000.0,,FlightAware MLAT (8 sites)
451,Wed 07:04:30 AM07:04AM,53.530753.53,18.416418.42,↖ 331°,522,601,3200032000.0,,FlightAware MLAT (7 sites)
452,Wed 07:05:01 AM07:05AM,53.594453.59,18.352318.35,↖ 331°,526,605,3200032000.0,,FlightAware MLAT (7 sites)
453,Wed 07:05:32 AM07:05AM,53.659153.66,18.290318.29,↖ 331°,528,608,3200032000.0,,FlightAware MLAT (7 sites)
454,Wed 07:06:02 AM07:06AM,53.724053.72,18.230118.23,↖ 330°,532,612,3200032000.0,,FlightAware MLAT (8 sites)
455,Wed 07:06:32 AM07:06AM,53.790253.79,18.167318.17,↖ 330°,534,615,3200032000.0,,FlightAware MLAT (7 sites)
456,Wed 07:07:04 AM07:07AM,53.857453.86,18.101118.10,↖ 330°,536,617,3200032000.0,,FlightAware MLAT (4 sites)
457,Wed 07:07:38 AM07:07AM,53.930953.93,18.030818.03,↖ 330°,536,617,3200032000.0,,FlightAware MLAT (5 sites)
458,Wed 07:08:09 AM07:08AM,53.995954.00,17.966317.97,↖ 330°,538,619,3200032000.0,,FlightAware MLAT (5 sites)
459,Wed 07:08:40 AM07:08AM,54.062854.06,17.901217.90,↖ 330°,538,619,3200032000.0,,FlightAware MLAT (7 sites)
460,Wed 07:09:10 AM07:09AM,54.129354.13,17.835917.84,↖ 330°,538,619,3200032000.0,,FlightAware MLAT (7 sites)
461,Wed 07:09:42 AM07:09AM,54.198554.20,17.770017.77,↖ 330°,538,619,3200032000.0,,FlightAware MLAT (5 sites)
462,Wed 07:10:13 AM07:10AM,54.263754.26,17.702817.70,↖ 330°,536,617,3200032000.0,,FlightAware MLAT (7 sites)
463,Wed 07:10:43 AM07:10AM,54.327754.33,17.639817.64,↖ 330°,536,617,3200032000.0,,FlightAware MLAT (10 sites)
464,Wed 07:11:13 AM07:11AM,54.392154.39,17.575717.58,↖ 330°,536,617,3200032000.0,,FlightAware MLAT (5 sites)
465,Wed 07:11:44 AM07:11AM,54.459254.46,17.508917.51,↖ 330°,536,617,3200032000.0,,FlightAware MLAT (7 sites)
466,Wed 07:12:15 AM07:12AM,54.526554.53,17.443017.44,↖ 330°,536,617,3200032000.0,,FlightAware MLAT (7 sites)
467,Wed 07:12:47 AM07:12AM,54.595254.60,17.374017.37,↖ 330°,536,617,3200032000.0,,FlightAware MLAT (7 sites)
468,Wed 07:13:17 AM07:13AM,54.657754.66,17.309117.31,↖ 329°,538,619,3200032000.0,,FlightAware MLAT (7 sites)
469,Wed 07:13:47 AM07:13AM,54.723354.72,17.243617.24,↖ 329°,540,621,3200032000.0,,FlightAware MLAT (11 sites)
470,Wed 07:14:17 AM07:14AM,54.786954.79,17.178817.18,↖ 329°,538,619,3200032000.0,,FlightAware MLAT (4 sites)
471,Wed 07:14:47 AM07:14AM,54.849954.85,17.111317.11,↖ 329°,540,621,3200032000.0,,FlightAware MLAT (6 sites)
472,Wed 07:15:21 AM07:15AM,54.924854.92,17.036217.04,↖ 329°,540,621,3200032000.0,,FlightAware MLAT (5 sites)
473,Wed 07:15:51 AM07:15AM,54.988554.99,16.969516.97,↖ 329°,540,621,3200032000.0,,FlightAware MLAT (6 sites)
474,Wed 07:16:24 AM07:16AM,55.058255.06,16.896016.90,↖ 329°,540,621,3200032000.0,,FlightAware MLAT (4 sites)
475,Wed 07:16:57 AM07:16AM,55.129355.13,16.823616.82,↖ 329°,540,621,3200032000.0,,FlightAware MLAT (5 sites)
476,Wed 07:17:27 AM07:17AM,55.193655.19,16.755816.76,↖ 329°,542,624,3200032000.0,,FlightAware MLAT (9 sites)
477,Wed 07:18:00 AM07:18AM,55.264555.26,16.681416.68,↖ 329°,544,626,3200032000.0,,FlightAware MLAT (5 sites)
478,Wed 07:18:30 AM07:18AM,55.329455.33,16.612416.61,↖ 329°,544,626,3200032000.0,,FlightAware MLAT (12 sites)
479,Wed 07:19:03 AM07:19AM,55.401155.40,16.535716.54,↖ 329°,544,626,3200032000.0,,FlightAware MLAT (6 sites)
480,Wed 07:19:37 AM07:19AM,55.474355.47,16.457616.46,↖ 329°,546,628,3200032000.0,,FlightAware MLAT (8 sites)
481,Wed 07:20:10 AM07:20AM,55.545655.55,16.383116.38,↖ 329°,548,631,3200032000.0,,FlightAware MLAT (8 sites)
482,Wed 07:20:42 AM07:20AM,55.615455.62,16.307416.31,↖ 329°,548,631,3200032000.0,,FlightAware MLAT (10 sites)
483,Wed 07:21:16 AM07:21AM,55.688655.69,16.230116.23,↖ 329°,548,631,3200032000.0,,FlightAware MLAT (7 sites)
484,Wed 07:21:34 AM07:21AM,55.727255.73,16.184516.18,↖ 329°,550,633,3200032000.0,,FlightAware MLAT (9 sites)
485,Wed 07:22:16 AM07:22AM,55.819255.82,16.088216.09,↖ 328°,550,633,3200032000.0,,FlightAware MLAT (4 sites)
486,Wed 07:22:46 AM07:22AM,55.884555.88,16.017216.02,↖ 328°,552,635,3200032000.0,,FlightAware MLAT (11 sites)
487,Wed 07:23:16 AM07:23AM,55.949455.95,15.945915.95,↖ 328°,552,635,3200032000.0,,FlightAware MLAT (8 sites)
488,Wed 07:23:47 AM07:23AM,56.017056.02,15.873015.87,↖ 328°,552,635,3200032000.0,,FlightAware MLAT (8 sites)
489,Wed 07:24:17 AM07:24AM,56.081656.08,15.800315.80,↖ 328°,552,635,3200032000.0,,FlightAware MLAT (5 sites)
490,Wed 07:24:49 AM07:24AM,56.151856.15,15.725215.73,↖ 328°,554,638,3200032000.0,,FlightAware MLAT (4 sites)
491,Wed 07:25:19 AM07:25AM,56.216256.22,15.651015.65,↖ 328°,554,638,3200032000.0,,FlightAware MLAT (7 sites)
492,Wed 07:25:51 AM07:25AM,56.286156.29,15.575415.58,↖ 328°,552,635,3200032000.0,,FlightAware MLAT (4 sites)
493,Wed 07:26:22 AM07:26AM,56.352556.35,15.498415.50,↖ 328°,554,638,3200032000.0,,FlightAware MLAT (7 sites)
494,Wed 07:26:53 AM07:26AM,56.420056.42,15.422515.42,↖ 326°,554,638,3200032000.0,,FlightAware MLAT (9 sites)
495,Wed 07:27:24 AM07:27AM,56.486156.49,15.341415.34,↖ 326°,554,638,3200032000.0,,FlightAware MLAT (4 sites)
496,Wed 07:27:54 AM07:27AM,56.549556.55,15.266815.27,↖ 326°,554,638,3200032000.0,,FlightAware MLAT (9 sites)
497,Wed 07:28:26 AM07:28AM,56.618156.62,15.184615.18,↖ 326°,554,638,3200032000.0,,FlightAware MLAT (5 sites)
498,Wed 07:28:58 AM07:28AM,56.686856.69,15.097815.10,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (6 sites)
499,Wed 07:29:29 AM07:29AM,56.752856.75,15.020515.02,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (4 sites)
500,Wed 07:29:59 AM07:29AM,56.816956.82,14.942114.94,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (5 sites)
501,Wed 07:30:33 AM07:30AM,56.888656.89,14.854214.85,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (7 sites)
502,Wed 07:31:04 AM07:31AM,56.954856.95,14.775714.78,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (8 sites)
503,Wed 07:31:37 AM07:31AM,57.025757.03,14.686114.69,↖ 326°,554,638,3200032000.0,,FlightAware MLAT (8 sites)
504,Wed 07:32:09 AM07:32AM,57.093757.09,14.602414.60,↖ 326°,554,638,3200032000.0,,FlightAware MLAT (6 sites)
505,Wed 07:32:40 AM07:32AM,57.159357.16,14.520214.52,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (5 sites)
506,Wed 07:33:11 AM07:33AM,57.224157.22,14.437914.44,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (5 sites)
507,Wed 07:33:43 AM07:33AM,57.292457.29,14.352114.35,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (5 sites)
508,Wed 07:34:14 AM07:34AM,57.358057.36,14.269514.27,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (10 sites)
509,Wed 07:34:46 AM07:34AM,57.425857.43,14.184514.18,↖ 326°,556,640,3200032000.0,,FlightAware MLAT (6 sites)
510,Wed 07:35:16 AM07:35AM,57.489457.49,14.105514.11,↖ 325°,556,640,3200032000.0,,FlightAware MLAT (6 sites)
511,Wed 07:35:47 AM07:35AM,57.556157.56,14.019414.02,↖ 325°,556,640,3200032000.0,,FlightAware MLAT (4 sites)
512,Wed 07:36:18 AM07:36AM,57.621957.62,13.934613.93,↖ 325°,556,640,3200032000.0,,FlightAware MLAT (4 sites)
513,Wed 07:36:50 AM07:36AM,57.688057.69,13.844213.84,↖ 325°,556,640,3200032000.0,,FlightAware MLAT (6 sites)
514,Wed 07:37:21 AM07:37AM,57.755757.76,13.761113.76,↖ 325°,556,640,3200032000.0,,FlightAware MLAT (10 sites)
515,Wed 07:37:54 AM07:37AM,57.823257.82,13.672713.67,↖ 325°,556,640,3200032000.0,,FlightAware MLAT (4 sites)
516,Wed 07:38:25 AM07:38AM,57.888957.89,13.587813.59,↖ 325°,556,640,3200032000.0,,FlightAware MLAT (8 sites)
517,Wed 07:38:56 AM07:38AM,57.953257.95,13.501613.50,↖ 325°,556,640,3200032000.0,,FlightAware MLAT (9 sites)
519,Wed 07:39:26 AM07:39AM,58.017258.02,13.418213.42,↖ 325°,555,639,3200032000.0,,FlightAware ADS-B (LPI / ESSL)
520,Wed 07:40:09 AM07:40AM,58.107458.11,13.298113.30,↖ 325°,554,638,3200032000.0,,FlightAware ADS-B (ESGU)
521,Wed 07:40:39 AM07:40AM,58.169758.17,13.214513.21,↖ 325°,554,638,3200032000.0,,FlightAware ADS-B (ESMV)
522,Wed 07:41:09 AM07:41AM,58.230758.23,13.132313.13,↖ 325°,554,638,3200032000.0,,FlightAware ADS-B (KSD / ESOK)
523,Wed 07:41:39 AM07:41AM,58.293458.29,13.047413.05,↖ 324°,553,636,3200032000.0,,FlightAware ADS-B (ESVA)
524,Wed 07:42:09 AM07:42AM,58.355558.36,12.963012.96,↖ 324°,552,635,3200032000.0,,FlightAware ADS-B (THN / ESGT)
525,Wed 07:42:39 AM07:42AM,58.418658.42,12.877212.88,↖ 325°,551,634,3200032000.0,,FlightAware ADS-B (GSE / ESGP)
526,Wed 07:43:09 AM07:43AM,58.479158.48,12.794612.79,↖ 324°,551,634,3200032000.0,,FlightAware ADS-B (GOT / ESGG)
527,Wed 07:43:39 AM07:43AM,58.542358.54,12.708012.71,↖ 324°,551,634,3200032000.0,-25.0,FlightAware ADS-B (ESFH)
528,Wed 07:44:09 AM07:44AM,58.603758.60,12.623712.62,↖ 324°,552,635,3197531975.0,,FlightAware ADS-B (GOT / ESGG)
529,Wed 07:44:39 AM07:44AM,58.663458.66,12.541412.54,↖ 324°,551,634,3200032000.0,25.0,FlightAware ADS-B (ENKJ)
530,Wed 07:45:09 AM07:45AM,58.728658.73,12.451012.45,↖ 324°,549,632,3200032000.0,,FlightAware ADS-B (ENRK)
531,Wed 07:45:39 AM07:45AM,58.788558.79,12.367512.37,↖ 324°,550,633,3200032000.0,,FlightAware ADS-B (KRS / ENCN)
532,Wed 07:46:09 AM07:46AM,58.849758.85,12.281712.28,↖ 324°,548,631,3200032000.0,,FlightAware ADS-B (ENKJ)
533,Wed 07:46:39 AM07:46AM,58.911558.91,12.194712.19,↖ 324°,547,629,3200032000.0,,FlightAware ADS-B (THN / ESGT)
534,Wed 07:47:09 AM07:47AM,58.973158.97,12.107812.11,↖ 324°,547,629,3200032000.0,,FlightAware ADS-B (THN / ESGT)
535,Wed 07:47:39 AM07:47AM,59.034159.03,12.021012.02,↖ 324°,547,629,3200032000.0,,FlightAware ADS-B (KRS / ENCN)
536,Wed 07:48:09 AM07:48AM,59.094359.09,11.935111.94,↖ 324°,547,629,3200032000.0,,FlightAware ADS-B (KRS / ENCN)
537,Wed 07:48:39 AM07:48AM,59.154859.15,11.848511.85,↖ 324°,546,628,3200032000.0,,FlightAware ADS-B (THN / ESGT)
538,Wed 07:49:09 AM07:49AM,59.217259.22,11.758611.76,↖ 324°,546,628,3200032000.0,,FlightAware ADS-B (ENJB)
539,Wed 07:49:39 AM07:49AM,59.277959.28,11.671011.67,↖ 323°,545,627,3200032000.0,,FlightAware ADS-B (ENJB)
540,Wed 07:50:09 AM07:50AM,59.338459.34,11.583011.58,↖ 323°,545,627,3200032000.0,,FlightAware ADS-B (TYF / ESST)
541,Wed 07:50:29 AM07:50AM,59.379859.38,11.521511.52,↖ 321°,545,627,3200032000.0,,FlightAware ADS-B (TRF / ENTO)
542,Wed 07:50:54 AM07:50AM,59.424259.42,11.441711.44,← 315°,545,627,3200032000.0,,FlightAware ADS-B (ESIA)
543,Wed 07:51:15 AM07:51AM,59.458159.46,11.367011.37,← 309°,544,626,3200032000.0,,FlightAware ADS-B (GSE / ESGP)
544,Wed 07:51:46 AM07:51AM,59.508259.51,11.240811.24,← 308°,543,625,3200032000.0,,FlightAware ADS-B (ESVS)
545,Wed 07:52:17 AM07:52AM,59.553659.55,11.124411.12,← 307°,543,625,3200032000.0,,FlightAware ADS-B (TYF / ESST)
546,Wed 07:52:47 AM07:52AM,59.600159.60,11.004311.00,← 307°,542,624,3200032000.0,,FlightAware ADS-B (ENKJ)
547,Wed 07:53:19 AM07:53AM,59.647259.65,10.882310.88,← 307°,541,623,3200032000.0,,FlightAware ADS-B (OSL / ENGM)
548,Wed 07:53:49 AM07:53AM,59.693859.69,10.761210.76,← 307°,538,619,3200032000.0,,FlightAware ADS-B (OSL / ENGM)
549,Wed 07:54:20 AM07:54AM,59.740759.74,10.639210.64,← 307°,536,617,3200032000.0,,FlightAware ADS-B (ESGN)
550,Wed 07:54:50 AM07:54AM,59.784959.78,10.523610.52,← 307°,533,613,3200032000.0,,FlightAware ADS-B (OSL / ENGM)
551,Wed 07:55:20 AM07:55AM,59.828859.83,10.407910.41,← 307°,531,611,3200032000.0,,FlightAware ADS-B (OSL / ENGM)
552,Wed 07:55:51 AM07:55AM,59.875759.88,10.283710.28,← 307°,530,610,3200032000.0,,FlightAware ADS-B (OSL / ENGM)
553,Wed 07:56:21 AM07:56AM,59.917959.92,10.171610.17,← 307°,527,606,3200032000.0,,FlightAware ADS-B (ENHS)
554,Wed 07:56:51 AM07:56AM,59.960459.96,10.058110.06,← 307°,526,605,3200032000.0,,FlightAware ADS-B (HMR / ENHA)
555,Wed 07:57:21 AM07:57AM,60.004960.00,9.93829.94,← 307°,528,608,3200032000.0,,FlightAware ADS-B (ENHS)
556,Wed 07:57:52 AM07:57AM,60.049760.05,9.81719.82,← 306°,532,612,3200032000.0,,FlightAware ADS-B (TRF / ENTO)
557,Wed 07:58:22 AM07:58AM,60.094560.09,9.69569.70,← 306°,533,613,3200032000.0,,FlightAware ADS-B (OSL / ENGM)
558,Wed 07:58:52 AM07:58AM,60.137660.14,9.57809.58,← 306°,534,615,3200032000.0,,FlightAware ADS-B (OSL / ENGM)
559,Wed 07:59:22 AM07:59AM,60.180260.18,9.46109.46,← 306°,532,612,3200032000.0,,FlightAware ADS-B (ENKJ)
560,Wed 07:59:52 AM07:59AM,60.224860.22,9.33819.34,← 306°,531,611,3200032000.0,,FlightAware ADS-B (ENKJ)
561,Wed 08:00:22 AM08:00AM,60.268060.27,9.21839.22,← 306°,530,610,3200032000.0,,FlightAware ADS-B (ENHS)
562,Wed 08:00:52 AM08:00AM,60.310460.31,9.10019.10,← 306°,532,612,3200032000.0,,FlightAware ADS-B (KSD / ESOK)
563,Wed 08:01:22 AM08:01AM,60.351960.35,8.98398.98,← 306°,531,611,3200032000.0,,FlightAware ADS-B (SVG / ENZV)
564,Wed 08:01:52 AM08:01AM,60.395960.40,8.85998.86,← 306°,529,609,3200032000.0,,FlightAware ADS-B (ENHS)
565,Wed 08:02:22 AM08:02AM,60.438360.44,8.74028.74,← 306°,527,606,3200032000.0,,FlightAware ADS-B (ENHS)
566,Wed 08:02:52 AM08:02AM,60.480560.48,8.62018.62,← 305°,523,602,3200032000.0,,FlightAware ADS-B (ENHS)
567,Wed 08:03:22 AM08:03AM,60.523360.52,8.49798.50,← 305°,519,597,3200032000.0,,FlightAware ADS-B (ENHS)
568,Wed 08:03:52 AM08:03AM,60.565360.57,8.37738.38,← 305°,517,595,3200032000.0,,FlightAware ADS-B (ENHS)
569,Wed 08:04:22 AM08:04AM,60.604160.60,8.26498.26,← 305°,516,594,3200032000.0,,FlightAware ADS-B (BGO / ENBR)
570,Wed 08:04:52 AM08:04AM,60.644460.64,8.14808.15,← 305°,514,592,3200032000.0,123.0,FlightAware ADS-B (ENHS)
571,Wed 08:05:23 AM08:05AM,60.686660.69,8.02478.02,← 305°,516,594,3212532125.0,881.0,FlightAware ADS-B (ENHS)
572,Wed 08:05:55 AM08:05AM,60.732160.73,7.89137.89,← 305°,515,593,3292532925.0,1452.0,FlightAware ADS-B (ENHS)
573,Wed 08:06:25 AM08:06AM,60.771160.77,7.77627.78,← 305°,505,581,3362533625.0,1100.0,FlightAware ADS-B (ESTF)
574,Wed 08:06:55 AM08:06AM,60.811660.81,7.65637.66,← 305°,491,565,3402534025.0,375.0,FlightAware ADS-B (ENHS)
575,Wed 08:07:25 AM08:07AM,60.848660.85,7.54617.55,← 305°,490,564,3400034000.0,-25.0,FlightAware ADS-B (BGO / ENBR)
576,Wed 08:07:55 AM08:07AM,60.887360.89,7.43047.43,← 304°,492,566,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
577,Wed 08:08:26 AM08:08AM,60.925860.93,7.31447.31,← 304°,493,567,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
578,Wed 08:08:56 AM08:08AM,60.964260.96,7.19837.20,← 304°,491,565,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
579,Wed 08:09:26 AM08:09AM,61.001761.00,7.08447.08,← 304°,489,563,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
580,Wed 08:09:56 AM08:09AM,61.039861.04,6.96806.97,← 304°,490,564,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
581,Wed 08:10:26 AM08:10AM,61.078561.08,6.84906.85,← 304°,490,564,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
582,Wed 08:10:57 AM08:10AM,61.117261.12,6.72966.73,← 304°,490,564,3400034000.0,,FlightAware ADS-B (FRO / ENFL)
583,Wed 08:11:27 AM08:11AM,61.154761.15,6.61346.61,← 304°,490,564,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
584,Wed 08:11:57 AM08:11AM,61.192561.19,6.49576.50,← 304°,491,565,3400034000.0,,FlightAware ADS-B (FRO / ENFL)
585,Wed 08:12:27 AM08:12AM,61.229861.23,6.37866.38,← 303°,489,563,3400034000.0,,FlightAware ADS-B (SVG / ENZV)
586,Wed 08:12:58 AM08:12AM,61.268761.27,6.25616.26,← 303°,488,562,3400034000.0,,FlightAware ADS-B (ENBM)
587,Wed 08:13:28 AM08:13AM,61.305261.31,6.14056.14,← 303°,488,562,3400034000.0,,FlightAware ADS-B (ENRI)
588,Wed 08:13:58 AM08:13AM,61.341561.34,6.02536.03,← 303°,487,560,3400034000.0,,FlightAware ADS-B (ENRI)
589,Wed 08:14:28 AM08:14AM,61.378761.38,5.90605.91,← 303°,487,560,3400034000.0,,FlightAware ADS-B (ENRI)
590,Wed 08:14:58 AM08:14AM,61.415261.42,5.78885.79,← 303°,486,559,3400034000.0,,FlightAware ADS-B (ENRI)
591,Wed 08:15:28 AM08:15AM,61.451961.45,5.67035.67,← 303°,485,558,3400034000.0,,FlightAware ADS-B (ENRI)
592,Wed 08:15:59 AM08:15AM,61.489561.49,5.54805.55,← 303°,485,558,3400034000.0,,FlightAware ADS-B (ENBM)
593,Wed 08:16:29 AM08:16AM,61.524961.52,5.43255.43,← 303°,486,559,3400034000.0,,FlightAware ADS-B (ENRI)
594,Wed 08:16:59 AM08:16AM,61.560761.56,5.31505.32,← 303°,486,559,3400034000.0,,FlightAware ADS-B (ENRI)
595,Wed 08:17:29 AM08:17AM,61.597361.60,5.19425.19,← 302°,486,559,3400034000.0,,FlightAware ADS-B (ENRI)
596,Wed 08:17:59 AM08:17AM,61.632961.63,5.07635.08,← 302°,483,556,3400034000.0,,FlightAware ADS-B (ENRI)
597,Wed 08:18:29 AM08:18AM,61.668961.67,4.95634.96,← 302°,483,556,3400034000.0,,FlightAware ADS-B (ENRI)
598,Wed 08:18:59 AM08:18AM,61.704261.70,4.83794.84,← 302°,484,557,3400034000.0,,FlightAware ADS-B (ENRI)
599,Wed 08:19:29 AM08:19AM,61.740061.74,4.71724.72,← 302°,483,556,3400034000.0,,FlightAware ADS-B (ENRI)
600,Wed 08:19:59 AM08:19AM,61.774961.77,4.59914.60,← 302°,484,557,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
601,Wed 08:20:31 AM08:20AM,61.812161.81,4.47224.47,← 302°,485,558,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
602,Wed 08:21:01 AM08:21AM,61.847761.85,4.35044.35,← 302°,485,558,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
603,Wed 08:21:31 AM08:21AM,61.883261.88,4.22864.23,← 302°,485,558,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
604,Wed 08:22:02 AM08:22AM,61.918661.92,4.10624.11,← 301°,485,558,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
605,Wed 08:22:34 AM08:22AM,61.957161.96,3.97203.97,← 301°,486,559,3400034000.0,,FlightAware ADS-B (SVG / ENZV)
606,Wed 08:23:04 AM08:23AM,61.991561.99,3.85143.85,← 301°,486,559,3400034000.0,,FlightAware ADS-B (SVG / ENZV)
607,Wed 08:23:48 AM08:23AM,62.042562.04,3.67193.67,← 301°,489,563,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
608,Wed 08:24:24 AM08:24AM,62.084362.08,3.52363.52,← 301°,490,564,3400034000.0,,FlightAware ADS-B (FRO / ENFL)
609,Wed 08:24:56 AM08:24AM,62.120762.12,3.39393.39,← 301°,489,563,3400034000.0,,FlightAware ADS-B (FRO / ENFL)
610,Wed 08:25:28 AM08:25AM,62.158962.16,3.25673.26,← 301°,487,560,3400034000.0,,FlightAware ADS-B (SVG / ENZV)
611,Wed 08:25:58 AM08:25AM,62.192362.19,3.13583.14,← 301°,486,559,3400034000.0,,FlightAware ADS-B (SCS / EGPM)
612,Wed 08:26:30 AM08:26AM,62.229362.23,3.00123.00,← 301°,485,558,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
613,Wed 08:27:00 AM08:27AM,62.263062.26,2.87832.88,← 300°,483,556,3400034000.0,,FlightAware ADS-B (AES / ENAL)
614,Wed 08:27:30 AM08:27AM,62.296462.30,2.75562.76,← 300°,481,554,3400034000.0,,FlightAware ADS-B (AES / ENAL)
615,Wed 08:28:00 AM08:28AM,62.330162.33,2.63122.63,← 300°,481,554,3400034000.0,,FlightAware ADS-B (AES / ENAL)
616,Wed 08:28:30 AM08:28AM,62.363662.36,2.50662.51,← 300°,482,555,3400034000.0,,FlightAware ADS-B (AES / ENAL)
617,Wed 08:29:00 AM08:29AM,62.396362.40,2.38422.38,← 300°,480,552,3400034000.0,,FlightAware ADS-B (AES / ENAL)
618,Wed 08:29:30 AM08:29AM,62.428562.43,2.26362.26,← 300°,477,549,3400034000.0,,FlightAware ADS-B (AES / ENAL)
619,Wed 08:30:01 AM08:30AM,62.463062.46,2.13332.13,← 300°,475,547,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
620,Wed 08:30:31 AM08:30AM,62.496062.50,2.00802.01,← 300°,475,547,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
621,Wed 08:31:01 AM08:31AM,62.528062.53,1.88571.89,← 299°,474,545,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
